iter	RMSE
461	225.2565689
462	224.816116
463	224.4247795
464	224.1148655
465	223.6760859
466	223.5030742
467	223.2508913
468	223.1230827
469	222.8126081
470	222.7072853
471	222.3558802
472	221.957757
473	221.5020205
474	221.1405106
475	220.7430252
476	220.5169281
477	220.1530508
478	219.8987394
479	219.6479079
480	219.3268724
481	218.925465
482	218.7404272
483	218.3713082
484	218.1465062
485	217.6960061
486	217.4530453
487	217.110658
488	216.8022207
489	216.3487281
490	216.0873518
491	215.8746246
492	215.6228613
493	215.3337937
494	215.1246779
495	214.9551643
496	214.5800204
497	214.2079646
498	213.8927205
499	213.8007831
500	213.5125238
501	213.2706814
502	213.1766265
503	212.9195363
504	212.37404
505	212.1718224
506	211.8857049
507	211.537115
508	211.118001
509	210.7588968
510	210.5763648
511	210.1463731
512	209.8935148
513	209.53568
514	209.2361704
515	208.9858655
516	208.4969396
517	208.0400148
518	207.8583018
519	207.5989974
520	207.3476964
521	207.0932459
522	206.7401376
523	206.5723698
524	206.4922983
525	206.2538734
526	205.9683639
527	205.3757052
528	205.0988794
529	204.6833964
530	204.2482458
531	203.9309582
532	203.7247086
533	203.4807524
534	203.3295603
535	203.211719
536	202.6470346
537	202.3823495
538	202.3438659
539	201.9787481
540	201.5733762
541	201.3409938
542	201.0678174
543	200.8979629
544	200.6121754
545	200.4286383
546	200.2110529
547	199.9994932
548	199.6363098
549	199.2580939
550	198.8222431
551	198.5362586
552	198.3543206
553	198.1247713
554	198.0178323
555	197.7434617
556	197.6505782
557	197.2717368
558	197.1568434
559	196.7489417
560	196.6440706
561	196.3708898
562	196.1232135
563	195.8006275
564	195.3547319
565	195.2101936
566	195.0971846
567	194.9027229
568	194.5971241
569	194.5287999
570	194.1620601
571	193.8893478
572	193.6074028
573	193.5292989
574	193.4204475
575	193.1167403
576	192.8794058
577	192.7791501
578	192.459628
579	192.3694913
580	192.1238315
581	192.0378562
582	191.6694035
583	191.23167
584	191.0623242
585	190.8670416
586	190.5584245
587	190.2382007
588	189.9604939
589	189.6555817
590	189.5973982
591	189.2304843
592	188.9167507
593	188.6162857
594	188.3732887
595	188.2776084
596	188.1275118
597	188.0849153
598	187.9097806
599	187.6648945
600	187.4138945
601	187.2254322
602	187.1484308
603	186.9314761
604	186.5937142
605	186.4523236
606	186.1414839
607	185.9017127
608	185.6940971
609	185.2995531
610	185.0142127
611	184.7346596
612	184.3135761
613	184.0113012
614	183.754015
615	183.5221716
616	183.4640934
617	182.9874444
618	182.9107587
619	182.8524796
620	182.4649268
621	182.1339066
622	181.864268
623	181.6834011
624	181.2924919
625	181.2408644
626	181.0207922
627	180.9316748
628	180.7397238
629	180.5565881
630	180.501312
631	180.3186735
632	180.0923845
633	180.0157288
634	179.7069878
635	179.5187375
636	179.4275741
637	179.1771028
638	178.845103
639	178.5373976
640	178.2670527
641	178.0713651
642	177.7201108
643	177.4386392
644	177.3007344
645	177.1343805
646	176.8950668
647	176.7739985
648	176.6657255
649	176.5336945
650	176.1371495
651	175.8031331
652	175.5566409
653	175.5139899
654	175.4123037
655	175.0773218
656	175.0353566
657	174.7599088
658	174.5323403
659	174.3266101
660	173.953939
661	173.8563991
662	173.7550786
663	173.6582578
664	173.5995335
665	173.3566889
666	173.2048146
667	172.9042718
668	172.6946866
669	172.427685
670	172.3227316
671	172.2692235
672	171.9105756
673	171.7279109
674	171.5681812
675	171.5500417
676	171.3643486
677	171.0673729
678	170.8374076
679	170.7908574
680	170.7637399
681	170.3232444
682	170.2472482
683	170.1836157
684	169.9528549
685	169.7172251
686	169.6716569
687	169.3854468
688	169.1606343
689	169.1219512
690	168.9346906
691	168.7739516
692	168.4832737
693	168.3999285
694	168.1894164
695	167.9693025
696	167.6731613
697	167.4639994
698	167.2093649
699	167.1445561
700	166.9145952
701	166.7431741
702	166.6126954
703	166.4865689
704	166.3753504
705	166.0949052
706	166.0413412
707	165.8303557
708	165.7658374
709	165.5472579
710	165.3755929
711	165.2999818
712	165.1353838
713	165.105734
714	165.0308304
715	164.8893825
716	164.6570231
717	164.4586945
718	164.2960874
719	164.2545296
720	164.0817836
721	163.7664891
722	163.5374612
723	163.2980535
724	163.2606803
725	163.070686
726	162.6379991
727	162.4358035
728	162.1260127
729	161.9839041
730	161.804082
731	161.7206981
732	161.6826085
733	161.6300831
734	161.5063662
735	161.088123
736	160.8849241
737	160.6195892
738	160.4282701
739	160.1900007
740	159.9398131
741	159.5188498
742	159.4253341
743	159.2622204
744	159.0662066
745	158.8826037
746	158.5839612
747	158.4746995
748	158.3536164
749	158.1798261
750	157.8919105
751	157.776275
752	157.6419409
753	157.4852482
754	157.1079623
755	156.8993907
756	156.5964594
757	156.4633472
758	156.3503669
759	156.2946416
760	156.0170251
761	155.8993706
762	155.844298
763	155.6338747
764	155.5828884
765	155.4850744
766	155.1604979
767	154.995615
768	154.6849717
769	154.6197153
770	154.3163704
771	154.1808947
772	154.1373305
773	154.01049
774	153.7764623
775	153.6865426
776	153.6201764
777	153.5303739
778	153.3367097
779	153.190083
780	153.0130311
781	152.7077967
782	152.569426
783	152.5387398
784	152.4400513
785	152.364194
786	152.1359821
787	151.9073829
788	151.6289398
789	151.5729626
790	151.5251108
791	151.2653808
792	151.1484627
793	150.9396167
794	150.8186453
795	150.6676277
796	150.546514
797	150.509308
798	150.4740482
799	150.292324
800	150.2255616
801	150.1222441
802	149.8216421
803	149.6640748
804	149.5121314
805	149.4575312
806	149.3611847
807	149.2389028
808	149.1587841
809	148.8310322
810	148.5594749
811	148.2122542
812	148.1019133
813	147.9850286
814	147.6531872
815	147.3764719
816	147.1918902
817	147.0398481
818	146.9335195
819	146.7493201
820	146.6873729
821	146.6472553
822	146.3381845
823	146.1405274
824	145.8932696
825	145.8383036
826	145.5918954
827	145.4637575
828	145.1991138
829	144.9404061
830	144.8063962
831	144.5237795
832	144.3090583
833	143.8905107
834	143.8325484
835	143.7641909
836	143.651429
837	143.3485124
838	143.2221186
839	142.9539775
840	142.6741071
841	142.3280085
842	142.0969735
843	141.9758285
844	141.8664485
845	141.7028367
846	141.6661558
847	141.6175266
848	141.6024515
849	141.4826258
850	141.3457959
851	141.1157231
852	141.0943679
853	140.7919874
854	140.5589614
855	140.505407
856	140.4256964
857	140.3859623
858	140.2639051
859	140.1644134
860	140.1091151
861	139.9590393
862	139.8928383
863	139.8317074
864	139.5635971
865	139.3939088
866	139.2322008
867	138.9710886
868	138.820013
869	138.6239239
870	138.2542461
871	138.1444393
872	138.1006213
873	137.9407053
874	137.8236409
875	137.638852
876	137.5719272
877	137.5304987
878	137.360763
879	137.1700789
880	136.9531747
881	136.898071
882	136.7758501
883	136.5368647
884	136.3777946
885	136.1044491
886	135.886291
887	135.6487982
888	135.5191598
889	135.4517254
890	135.1531642
891	134.9465906
892	134.9102358
893	134.7292005
894	134.6323648
895	134.4176209
896	134.1571053
897	134.1341226
898	134.1117403
899	133.9120283
900	133.6902789
901	133.4054563
902	133.3006434
903	133.2198224
904	133.1565267
905	133.040456
906	132.794959
907	132.5722563
908	132.4323254
909	132.3603011
910	132.3280835
911	132.1126967
912	132.0324887
913	131.829943
914	131.7882003
915	131.5425159
916	131.4399454
917	131.2921391
918	130.8759314
919	130.7418252
920	130.6489783
921	130.5153484
922	130.3790509
923	130.1339736
924	129.9926637
925	129.7699826
926	129.6701237
927	129.5676813
928	129.3596645
929	129.2833609
930	128.8671258
931	128.6886995
932	128.3918168
933	128.3055222
934	128.0624319
935	127.7628804
936	127.6169958
937	127.5327032
938	127.4422044
939	127.2392484
940	126.9941754
941	126.7808742
942	126.7297921
943	126.6136011
944	126.3874619
945	126.2724285
946	126.0228513
947	125.7601983
948	125.527811
949	125.2313655
950	125.1020466
951	124.8946486
952	124.8473447
953	124.7794907
954	124.6409291
955	124.461565
956	124.4162772
957	124.2321441
958	124.1350996
959	124.0998001
960	123.8275282
961	123.7273851
962	123.6136745
963	123.4207727
964	123.2699128
965	123.2495557
966	123.0662509
967	123.0117207
968	122.964265
969	122.8092259
970	122.7125268
971	122.6795114
972	122.5808086
973	122.3777737
974	122.3212781
975	122.1553616
976	122.0156718
977	121.8300385
978	121.7037423
979	121.4101019
980	121.2497779
981	121.1802693
982	121.1063059
983	120.918022
984	120.8514136
985	120.6923504
986	120.4932489
987	120.3350918
988	120.1312938
989	120.0654318
990	119.8583934
991	119.7278964
992	119.662215
993	119.4729051
994	119.4359671
995	119.3733789
996	119.2041987
997	119.0507624
998	118.8610772
999	118.7206085
